S.,Aff. No.,Name of,Organization & address,Contact person/,Email Id/ Website,Project Details,,,,
70,422,"Karnataka Hemophilia Society, ",,,Dr. Suresh Hanagavadi,"davangere.hemophilia@gmail.com,bal",,,,
,,,,,,,,84,,
,,"1138, Ring Road, ","- 08192-231948, ",,"ajimedicalsdvg@gmail.com,",,,,,
,,"S Nijalingappa Layout,",(O),08192 – 231948,www.hemophilia.org.in,Haemophilia,,,,
,,DAVANGERE – 577004,,,,detection & treatment,,,,
71,428,Sri Kaveri Kripa Vishwa Kalyana,G. Rajendra –,,ashwinihospital77@gmail.com,,,,,
,,"Seva Samithi, ","08272-225611, ",,,,,,,
,,"Ashwini Hospital, ",(O) 08272 – 225611,,,Ashwini,Hospital,,,
,,"Ashwini Road, ",,,,,,,,
,,"Madikeri – 571201, ",,,,,,,,
,,Kodagu,,,,,,,,
72,540,"Yogakshema Trust, ","Suresh – 9482428926, ",,sureshkeshavkrupa@yahoo.co.in,,,,,
,,"“Aksharam”, 8th Cross, ",(O) 080 – 26721052,,,,,,,
,," 2nd Phase, Giri Nagar,",,,,No detail,,,,
,,Bangalore – 560085,,,,,,,,
73,541,"Manonandana Trust, ",Dr Kusuma Bhat -,,manonandanatrust@gmail.com,,,,,
,,"No.1, 3rd Main Road, ","09900309883, ",,FCRA,◆◆,,,,
,,"Tata Silk Farm, K.R.Road,","(O) 09986080758, ",,,No detail,,,,
,,"Basavangudi, ",080 – 26766938,,,,,,,
,,Bangalore- 560004,,,,,,,,
74,647,"Daresa Foundation, ",Dayashankar -,,daresafoundation@gmail.com,,,,,
,,"No.36,3rd Floor, ","09632294500, ",,,,,,,
,,"Reve Pabbathi Building, ",(O) 080 – 43690024,,,Training institute for,,,,
,,"South End Road, ",,,,skill development,,,,
,,"Basavanagudi , ",,,,,,,,
,,Bangalore- 560004,,,,,,,,
75,649,"Loka Seva Pratishthana, ","Gururaj – 8277082005, ",,lokasevapratisthana@gmail.com,,,,,
,,"No.1357, Chaitanya, ",(O),9141587804,,,,,,
,,"7th Main, Sri Ramapuram, ",,,,Balagokulam,,,,
,,Bangalore-560021,,,,,,,,
76,650,Sri Sharadamba Bhajana,Pramod Kumari Rai -,,harishshetty45@gmail.com,,,,,
,,"Mandali, ","9901345944, ",,,,,,,
,,"Kadabettu, Post –Bantwal Tq,","09980240225, ",,,,,,,
,,Dakshin Kannada Dist – 574265,(O) 09980240225,,,No detail,,,,
,,,,,,,85,,,
77,652,Shri Durga Parameshwari,,Praveen Saralaya –,saralaaya@gmail.com,,,,,
,,"Bhajana Mandira, ",,"09591176337, ",,,,,,
,,"Durga Nagara, Nirkaje Post,vill",,"09481148297, ",,No detail,,,,
,,"Kepu, ",,(O) 09591176337,,,,,,
,,Bantwal - 574243,,,,,,,,
78,655,"Keshava Shishu Mandira, ",,Narayana Kaje -,-,,,,,
,,"Vidya Nagar, Kinya, ",,9740790842,,,,,,
,,"Talapady, ",,,,No detail,,,,
,,"Mangalore-575023, ",,,,,,,,
,,Dakshina Kannada Dist,,,,,,,,
79,683,"Seva Sharadhi Trust, ",,Anandha –,-,,,,,
,,"Kalanja Vill, Post Kavarthadka,",,"08277164725, ",,,,,,
,,"Belthangady Taluk – 574216, ",,(O),9481512011,,,,,
,,D.K. Karnataka,,,,No detail,,,,
80,685,"LGM Trust, ",,Ramesh Kumar Bhat -,csrkbhat@gmail.com,,,,,
,,"No.11, Old No. 24 H, ",,"09880741193, ",,,,,,
,," 17th Main, 50 Feet Road, ",,(O) 080 - 26725263,,No detail,,,,
,,"Muneshwara Block, ",,,,,,,,
,,Bangalore,-560026,,,,,,,
81,713,"Shri Vidya Vikasa Kendra, ",,D Keshava Murthy -,"thayimanekeshavamurthy@gmail.com,",,,,,
,,"No.17, “Thayi Mane”, ",,"09945364481, ",www.thayimane.org,,,,,
,,"Mullur Village, ",,(O),9945364481,Balasadan,,,,
,,"Near Kodathi Gate, ",,,,,,,,
,,"Sarjapura Road, ",,,,,,,,
,,Bangalore - 560035,,,,,,,,
82,733,"Youth For Seva, ",,Venkatesh Murthy -,"info@youthforseva.org,",,,,,
,,"Jnanagiri, # 75/76, 4th Cross, ",,"9900227382, ","vvmurthy@gmail.com, ",◆,,,,
,,"2nd Main, Soudamini Layout,",,"(O) 080 – 26325966, ",www.youthforseva.org,No detail,,,,
,,"Konankunte, ",,"7259958595,99002273",,,,,,
,,Bangalore - 560062,,82,,,,,,
83,735,"Sakriya Gramothana Samsthe, ",,Pattaraju –,bhyranna@gmail.com,,,,,
,,"Narasipura Via Sampura, ",,"9964845234, ",,,,,,
,,,,,,,86,,,
,,"Nelamangala Taluk, Bangalore",,(O),9964388594,,No detail,,,
,,Dist – 562111,,,,,,,,
84,746,Disha Charitable Trust for Value,,Smt.Rekha,,"info@dishabharat.org,",,,,
,,"Initiatives, Bangalore ",,Ramchandran -,,"reka.disha@gmail.com, ",,,,
,,"57/3, Margosa Road,",,"9845681573, ",,www.dishabharat.org,No detail,,,
,,"Malleswaram, ",,(O),9845681573,,,,,
,,Bangalore – 560055,,,,,,,,
85,797,"Aikyatha Foundation, ",,Dr Sandeep -,,sandeep.aikyatha@gmail.com,,,,
,,"No.96, 6th Cross, Jaibheemnagar, ",,"09916954555, ",,,,,,
,,"27th Main BTM Ist Stage, ",,(O),"09916954555, ",,No detail,,,
,,Bengaluru – 560068,,9731388858,,,,,,
86,802,"Jnana Bharati Vidyapeeth,",,Gurunath Inamdar,,"gurujivi@yahoo.com,",,,,
,,"Murkwad, ",,(Admin officer) -,,"bharat.gvi@gmail.com, ",Residential school,,,
,,"Tq. Haliyal, Dist Uttar Kannada – ",,"09945348481, ",,www.crschol.org,,,,
,,581329,,08284 – 271291,,,,,,
87,803,"Shri Kalpataru Sewa Pratisthana,",,Nitesh Ankolekar –,,No email id,,,,
,,"Green Street, Near Shivji Circle,",,9480072204,,,,,,
,,"Karwar, Dist Uttar Kannada – ",,,,,"Yoga class, Balsanskar",,,
,,581301,,,,,"Kendra, Sanskrit class ",,,
88,856,Adamya Chetana Smt Girija,,"Laxmi – 08694867599, ",,"tejaswini.acf@gmail.com, ", ,,,
,,Shastry,"Memorial Trust, ",(O),080 - 26620404,sri.damya@gmail.com,"Midday meal, 1018",,,
,,"BBMP Community Hall,",,,,FCRA,"school, 195000",,,
,,"Kempegowda Nagar, Bengalore-",,,,,"students, Education,",,,
,,560019,,,,,"health, social, Sanskar",,,
,,,,,,,"for children, blood",,,
,,,,,,,"donation website,",,,
,,,,,,,Wall magazine for,,,
,,,,,,,"children in schools,",,,
,,,,,,,Village adoption,,,
89,893,"Ganesha Seva Trust, ",,Sri. N.Dinesh Acharya-,,keshavahegde1@gmail.com,,,,
,,"Kallabettu Post & Village, ",,9141763484,,,,,,
,,"via Moodabidire, ",,,,,"SHG, Education,",,,
,,,,,,,,87,,
,,"Mangalore Taluk, ",,,,"Health, Social ",,,,
,,Dakshina Kannada - 574227,,,,,,,,
90,894,Prerana Seva Trust,Sri Keshava Hegade-,,keshavahegde1@gmail.com,◆,,,,
,,"Prerana Karyalaya, ",9448152468,,,"SHG, Education,",,,,
,,"opp. Old Police Station, ",,,,empowerment of,,,,
,,"Post Moodbidri, ",,,,"women, SC/ST",,,,
,,"Taluk Mangaluru, ",,,,"peoples, Health, Social ",,,,
,,Dakshia Kannada - 574227,,,,,,,,
91,854,"Ajit Manochethan Trust, ",Anant Hegde-,,ajitmanochetana94@gmail.com,,,,,
,,"Subhas Nagar, ",9481135153,,,Special School for,,,,
,,"Marathikoppa Sirsi,",,,,mentally challenged,,,,
,,Dist Uttar Kannada - 581402,,,,childrens,,,,
92,855,Grameen Makkal Sarvangeen,B.G. Inamdar-,,bharat.gvi@gmail.com,,,,,
,,"Vikas Kendra, ",9886403931,,,Comprehensive,,,,
,,"Tq. Haliyal, Dist Uttar Kannada - ",,,,development of rural,,,,
,,581329,,,,"children, Education,",,,,
,,,,,,"Health, Sanskar ",,,,
,,Kashi,,,,,,,,
1,185,"Surabhi Shodh Sansthan, ",Harish Tripathi -,,surabhishodhsansthan@yahoo.com,,,,,
,,"B 27/75 D, Ravinder Puri,","07897002238, ",,,,,,,
,,Varanasi - 221001,(O),0542 - 2315091,,3 Chatravas for boys &,,,,
,,,,,,"girls ,16 Goshala in",,,,
,,,,,,Mirzapur Varanasi,,,,
,,,,,,"Chandoli, Lucknow &",,,,
,,,,,,Delhi,,,,
,,,,,,Sr. Secondary School,,,,
,,,,,,"in Mirzapur Varanasi,",,,,
,,,,,,"Dagmagpur, 5 Shishu",,,,
,,,,,,Mandir,,,,
2,288,"Sewa Bharati Samithi, Allahabad ",Vishwanath Prasad,,"vpverma2011@gmail.com ,",,,,,
,PPS,"(i) Ananda 12/8, ","Verma - 09532857491, ",,sewabhartikashi@gmail.com,,,,,
,,"Mehta Netra Chikitsalaya Marg, ",(O),"0542 - 2451060,",,"Bal Sanskar Kendra,",,,,
,,"Civil Lines, ",9839148927,,,"Tailoring centre,",,,,
,,,,,,"Arogya Mitra,",,,,
,,,,,,,88,,,
,,Allahabad - 211001,,,,"Computer Training,",,,,
,,(ii),"Seva Bharti Samiti, ",,,SHG's - 90,,,,
,,"Sangh Karyalaya, Agast Kund,",,,,,,,,
,,Varanasi - 221001,,,,,,,,
3,389,"Arun Sewa Samiti, ",,Jitendrakumar Verma,arun.ngo2003@gmail.com,,,,,
,,"Village Sukaha, ",,"-9450400799, ",FCRA, ◆◆,,,,
,,"Post Kasimabad – 233230, Dist.",,"(O) 05493 – 252065,",,Arun Shiksha Niketan,,,,
,,Gazipur,,9616543333,,"School, Women",,,,
,,,,,,Literacy Programme,,,,
4,620,"Dr. Hedgewar Seva Samiti, ",,Bhagwan Singh -,"dr.hedgewarsevasamiti@gmail.com, ","Rural development,",,,,
,,Gram & Po -,"Patchra Khurd, ",9559809907,thakur.bhagwansingh25@gmail.com,"Health camp, Tuition",,,,
,,"Teh – Madihan, Dist Mirzapur,",,,,centre,,,,
,,U.P. - 231001,,,,,,,,
5,861,Bahuddeshiya Gramodyog Vikas,,Pratap Narayan Rao –,pratapnarainrai@gmail.com,,,,,
,,"Samiti, S 4/79A, ",,9125136000,,,,,,
,,"Keshav Vihar Colony,",,,,"Rural development,",,,,
,,"Pandheypur, ",,,,"computer training,",,,,
,,,,,,Awareness,,,,
,,Varanasi,-221007,,,,,,,
,,,,,,programme on rural,,,,
,,,,,,"sanitation, Training",,,,
,,,,,,"on food processing,",,,,
,,,,,,Skill development,,,,
,,,,,,"training, SHG training , ",,,,
,,,,,,Primary school,,,,
6,862,"Adarsh Grameen Vikas Sansthan,",,Dayaram Chaurasiya -,adharashngo123@gmail.com,,,,,
,,"Vill Kamoliya, ",,"09450144929, ",,,,,,
,,"Post Dhammour, ",,(O),9984384753,"Balsanskar Kendra,",,,,
,,Dist Sultanpur – 227408,,,,"Medical camps,",,,,
,,,,,,Coaching centre,,,,
7,863,"Priyadarshini Jankalyan Samiti, ",,Prem Shankar,"priyadarshinibhadohi@gmail.com, ",,,,,
,,"Vill - Raghurampur, ",,"Tripathi, Cell No -",priyadarshini66@rocketmail.com,◆,,,,
,,"P.O - Nathaipur, (Gyanpur), ",,"09415865565, ","FCRA, 12A, 80G ",Saraswati Devi Public,,,,
,,"Block - Gyanpur, ",,"09936131065, ",,"School, Pt Ram Naresh",,,,
,,,,,,,89,,,
,,"Distt - Bhadohi,",(O) 05414 –212222,,,"Intermediate College,",,,,
,,U.P. - 221304,,,,"Israji Training Institute,",,,,
,,,,,,"Silai Kadhai School, Child",,,,
,,,,,,"Labour, Women",,,,
,,,,,,"Empowerment, SHG,",,,,
,,,,,,"Yoga, Implementation of",,,,
,,,,,,other,Govt. Schemes,,,
8,864,Rudraksh Educational & Welfare,Dr Pawan KR –,,singhdrpawan01@gmail.com,,,,,
,,"Society, ","09838038222, ",,,,,,,
,,"c/o. Dr. Pawankumar Singh, ",(O),"05442 – 238222,",,"Computer centre, ",,,,
,,"Jangi Road, ",9838038222,,,"ITI, Inter College, ",,,,
,,,,,,25 bed Hospital,,,,
,,"Near Mandi Sthal, ",,,,,,,,
,,Mirzapur – 231001,,,,,,,,
9,865,Swami Vivekananda Sewa,Vimla Srivastav –,,swamivivekanandsewasanstha@gmail.,,,,,
,,"Sanstha, Oliyer Ghat Choraha,",9044263419,,com,,,,,
,,"Ghanta Ghar, ",,,,,,,,
,,Mirzapur – 231001,,,,,,,,
10,866,"Karpuri Vikas Sansthan, ",Shashibhushan Thakur,,kvsgzp@gmail.com,◆,,,,
,,"Shastri Nagar, Vedpurva (Abkari","– 09307177859, ",,,"Rural development,",,,,
,,"Road), ",(O) 0548 – 2226161,,,Environmental,,,,
,,Gazipur – 233001,,,,awarness programme,,,,
,,,,,,at School and nearby,,,,
,,,,,,"villages, organic",,,,
,,,,,,farming training,,,,
,,,,,,"programmes,",,,,
,,,,,,"Computer centre,",,,,
,,,,,,"Medical camp, Blood",,,,
,,,,,,donation camp,,,,
11,867,"Gurukul Shodh Sansthan, Gram",Virendra Bahadur,,schoolkpsmemorial@gmail.com,,,,,
,,"& Post Dhourhara, ","Singh - 09415962972, ",,,,,,,
,,"Vikas Khand, Sangrampur, ",(O) 09648708503,,,,,,,
,,Dist Amethi – 227905,,,,,,,,
,,Postal Address:,,,,,,,,
,,,,,,,90,,,
,,"KPS Memorial Public School,",,,,,,,,
,,"Gram - Tarapur, P.O. Kasara, Teh",,,,,,,,
,,"- Amethi, Dist - Amethi, ",,,,,,,,
,,U.P. – 227 405,,,,,,,,
12,868,"Lok Kalyan Samiti, ",,Abhay Kumar –,No email id,,,,,
,no,"S - 3/ 59 - Navalpur Chouraha,",,9452010580,,,,,,
,,Post,"Shivpur, ",,,,,,,
,,Dist Varanasi – 221003,,,,,,,,
13,869,Dev Sharan Samvanvit Vikas,,Surendra Prasad Singh,ssingh2210@gmail.com,,,,,
,,"Samiti, Dev Nivas, Kila Road,",,"– 09415293102, ",,,,,,
,,"Sarai Tekaur Chunar, ",,8400925649,,"Medical camps, ",,,,
,,Mirzapur - 231304,,,,Blood donation,,,,
,,,,,,"camps, Ekal vidyalaya,",,,,
,,,,,,Tailoring centre,,,,
14,870,"Samarpan Manav Kalyan Samiti, ",,Dr. Anil Singh,"smksamitinalini@rediffmail.com, ",,,,,
,,"110 KA/2, Shivkuti, ",,Bhadauria –,www.samarpanngoindia.in,◆,,,,
,,Allahabad – 211004,,"09450586116, ",FCRA,Women & child health,,,,
,,,,(O) 09450586116,,"care, Awareness of",,,,
,,,,,,"crime against women,",,,,
,,,,,,Mobile clinic,,,,
15,871,Sahyog – The Internal,,Amit Kumar Singh –,ggkumargaurav@gmail.com,,,,,
,,Realisation,"Society, ",9455684499,,,,,,
,,"121 – A/5A/2A/1, ",,,,"Tuition centre,",,,,
,,"Sahyog Bhawan, Mahaveerpuri,",,,,"Coaching centre,",,,,
,,,,,,Balsanskar Kendra,,,,
,,"Po Teliarganj, ",,,,,,,,
,,Allahabad - 211004,,,,,,,,
16,872,Gauriganj Mahila Prashikshan,,Vedprakash Tiwari –,vedamethi@gmail.com,◆,,,,
,,"Kendra, Krishna Nagar, ",,9415074369,,"SHG, Awareness of",,,,
,,"Gauri Ganj,",Amethi - 227405,,,Women’s cause &,,,,
,,,,,,training,,,,
17,873,"Sri Sumangalam, Sumangalam",,Arvind – 09415297202,arvindprayag@rediffmail.com,,,,,
,,"Parisar, Vill Chandi, Tq","Naini,",,,Vriddhashram &,,,,
,,Dist Allahabad - 211010,,,,Orphange home (7,,,,
,,,,,,"members), Coaching",,,,
,,,,,,,91,,,
,,,,,,"centre, Ekal vidyalaya,",,,,
,,,,,,"Tailoring centre, Skill",,,,
,,,,,,"development centre,",,,,
,,,,,,Computer centre,,,,
18,875,Pt Deendayal Upadhyay Lok,,Vibha Panday –,mishrajainath83@gmail.com,,,,,
,,"Kalyan Samiti, ",,"09450387770, ",,"Medical Camp, ",,,,
,,"Sa -16/4G, Ma Vaishno Nagar",,(O) 09450387770,," Eye camp, Balsanskar",,,,
,,"Colony, Sonatalab Sarnath, Dist",,,,"Kendra,",,,,
,,Varanasi - 221004,,,,Environmental,,,,
,,,,,,awareness,,,,
19,877,"National School Association, ",,Aashish Singh –,singhaashish1982@gmail.com,,,,,
,,"c/o. Aashish Singh, ",,9415258009,,,,,,
,,"Gram Harigaon, ",,,,,,,,
,,Dist,Badohi – 221402,,,,,,,
20,878,"Swami Vivekanand Kalyan Samiti,",,"09415136417, ",shrisakti@gmail.com,,,,,
,,"Vill Ghosaw, ",,(O),7398999003,"Primary School,",,,,
,,Post,"Dharaw, ",,,Library,,,,
,,Dist Jaunpur – 222136,,,,,,,,
21,879,"Kashi Seva Samiti, ",,R.P.Singh -,kashisevasamiti01443@gmail.com,,,,,
,,"A-17/1, Sanjay Apartment,",,9452997473,,,,,,
,,"Choukaghat, ",,,,,,,,
,,Varanasi - 221002,,,,,,,,
22,880,"Rashtriya Jan Seva Sansthan, ",,Dilip Singh –,as.alfakavach@gmail.com,,,,,
,,"c/o. Shri. Arvind Kumar Singh, ",,"09454265999, ",,◆,,,,
,,Alpha Kavach Associates Mohd.,,"(O) 9451049313, ",,"Tree plantation, ",,,,
,,"Azeem Building opp LIC,Sultanpur",,5361265802,,"Health, Training on",,,,
,,"Road, Jagdishpur, ",,,,readymade garments &,,,,
,,Dist Amethi - 227809,,,,"food processing, ",,,,
,,,,,,School for child labour,,,,
23,881,"Grameen Vikas Sevashram, ",,Nirmal Kumar -,"grameenvikassevashram@gmail.com, ", ,,,,
,,"Vill Madhopur, Post Baraut,",,9918035430,"12A, 80G ","Education, Social,",,,,
,,"Kantapur, Block Dhanupur, Dist",,,,"Health, Tree plantation,",,,,
,,Allahabad – 221502,,,,"Readymade garments,",,,,
,,,,,,"School for child labour,",,,,
,,,,,,,92,,,
,,,,,"Environment, Women",,,,,
,,,,,"empowerment, Rural",,,,,
,,,,,"development, SHG &",,,,,
,,,,,Implementation of govt,,,,,
,,,,,other schemes,,,,,
24,883,Kshetriya Sansadhan Vikas,Harish Chandra Yadav -,"ksvsazam@gmail.com,",,,,,,
,,"Samiti, ","09415838112, ",www.ksvsazh.org,,,,,,
,,"Harra Ki Chungi, Mukeriganj,","(O) 05462 - 260014,",,,,,,,
,,Azamgarh - 276001,Hridheskumar Pandey,,,,,,,
,,,(Secy) - 7860022901,,,,,,,
25,884,"Narayan Sewa Sansthan,",Haridesh Kumar,"nssazamgarh@gmail.com, ",,,,,,
,,"Narayan Ashram, ",Pandey –,"nsshridesh@gmail.com, ",,,,,,
,,"Sewa Nagar, Main Chowk","07860022901,",www.nss_india.org,Computer Training and,,,,,
,,"Sathiaon, Azamgarh – 276406 ","70533310251, ",,"education, Electrical",,,,,
,,,,,and mechanical,,,,,
,,"(ii) Main Highway, Narauli,","(O) 05462-260151,",,,,,,,
,,,,,"training, Health",,,,,
,,Azamgarh - 276001,260551,,,,,,,
,,,,,"awareness, Skill",,,,,
,,,,,development,,,,,
,,,,,programme,,,,,
26,885,Shivam Gram Utthan Seva,Shivam Yadav –,shivamguss@rediffmail.com,,,,,,
,,"Sansthan, Vill Maddhupur, ",9450831639,,◆,,,,,
,,"P.O. Maharajpur, ",,,"Training for women,",,,,,
,,Dist Azamgarh - 276135,,,"labour child, school,",,,,,
,,,,,"computer training, ",,,,,
,,,,,skill training,,,,,
27,886,Rajendra Memorial Foundation,Vijay Shankar Chaube,vijaymedicalvaranasi@gmail.com,,,,,,
,,"Sewa Shiksha Samiti, ",-9451390000,,,,,,,
,,"Chhitampur, Choubepur, ",,,"Computer Centre,",,,,,
,,Varanasi – 221002,,,"Tree plantation,",,,,,
,,,,,Medical,"camp,",,,,
,,,,,Tailoring,"centre,",,,,
,,,,,Balsankar,Kendra,,,,
28,887,"Amethi Vikas Samiti, ",Brajendra Pratap Singh,bps_amethi@yahoo.co.in,,,,,,
,,"Gram & Post Dhorhara, ",-9007977505,,,,,,,
,,,,,"SHG, Computer training,",,,,,
,,,,,,,93,,,
,,"VikasKhand, Sangrampur, ",,,,,social upliftment,,,
,,Dist Amethi - 221 113,,,,,,,,
29,904,"Grameen Sewa Sansthan, ",,,Sushil Kumar Tripathi –,gssindia2015@gmail.com,◆,,,
,,"1370/8, Vivekanand Nagar,",,,9415056644,,Agricultural,,,
,,"Sultanpur, U.P. - 228001 ",,,,,development,,,
,,,,,,,"program, Consumer",,,
,,,,,,,"welfare program,",,,
,,,,,,,Awareness program,,,
,,,,,,,on child marriage -,,,
,,,,,,,Girl feticide &,,,
,,,,,,,"Domestic Violence,",,,
,,,,,,,"Vocational, computer",,,
,,,,,,,& handigraft training,,,
,,,,,,,"program, Women-",,,
,,,,,,,Child labour-Street,,,
,,,,,,,children,welfare,,
,,,,,,,"program, Adult",,,
,,,,,,,"education program,",,,
,,,,,,,"SHG, Shortstay Home",,,
,,,,,,,& Family Councelling,,,
,,,,,,,"centre Health camp,",,,
,,,,,,,"Water conservation,",,,
,,,,,,,sanitation & Hygiene,,,
,,,,,,,"awareness, Drug de",,,
,,,,,,,addiction awareness,,,
30,905,Omkar,Sewa,"Sansthan, ",Surya Kumar Tripathi -,ossindia2012@gmail.com,◆,,,
,,"Head Office Vill & Post Katari, ",,,"09532101166,",,"Skill Training Centre,",,,
,,"Teh. Gauriganj,",,Dist,"Amethi, ",7579171577,Women - Street,,,
,,U.P. - 227801,,,,,children &,,,
,,,,,,,"handicapped welfare,",,,
,,,,,,,"SHG, Adult Literacy,",,,
,,,,,,,Water Conservation &,,,
,,,,,,,"Sanitation,Community",,,
,,,,,,,"Mobilization, Health",,,
,,,,,,,,94,,
,,,,,"camp,",Environment-,,,,
,,,,,AIDS & Cancer,,,,,
,,,,,"awareness, ",,,,,
,,,,,Farmers Training,,,,,
,,,,,"program, Drug de",,,,,
,,,,,"addiction awareness,",,,,,
,,,,,Yoga & Naturopathy,,,,,
,,,,,camp,,,,,
31,908,Swami Vivekanand Samajik,Rakesh Dubey -,"swaviswas05@gmail.com, ",,,,,,
,,"Shaikshik Sansthan, ",9918909192,www.swaviswas.org,Agriculture,,,,,
,,"Vill - Bhawanigarh, Post - Teria,",,,development,,,,,
,,"Ambedkar Nagar, Sultanpur, U.P.",,,"programmes, Health",,,,,
,,-228001,,,camps for women &,,,,,
,,,,,"children, Women",,,,,
,,,,,empowerment through,,,,,
,,,,,"SHG, skill training",,,,,
,,,,,"programme for youths,",,,,,
,,,,,Education for village,,,,,
,,,,,children in remote areas,,,,,
32,909,Shastri Jan Kalyan Evam Shiksha,Navin Srivastava -,navinsmcs@gmail.com,,,,,,
,,"Prasar Samiti, ",9161000016,,"Hr Sec. School, tailoring",,,,,
,,"SA - 4/49 - 6, Settlement, Plot No",,,"centre,",skill,,,,
,,"- 200, Ramrepur, Post Shivpur,",,,development training,,,,,
,,"Varanasi, ",,,"centre, computer centre,",,,,,
,,U.P. - 221 002,,,educational help for,,,,,
,,,,,"poor students, library,",,,,,
,,,,,environment,,,,,
,,,,,"awareness, relief help",,,,,
,,,,,for natural disasters,,,,,
33,911,"Pratapgarh Gramotthan Samiti,",Rameshwar Prasad,pgssamiti@rediffmail.com,◆,,,,,
,,"Vill - Pure Bedua, ",Pandey - 09415230122,,Implementation of Beti,,,,,
,,"Post Afim Ki Kothi, ",,,Bachao - Beti Padhao,,,,,
,,Pratapgarh - 230 001,,,"Yojana, Swatch bharat",,,,,
,,,,,"abhiyan, consumer",,,,,
,,,,,,,95,,,
,,,,,,"awareness, environment",,,,
,,,,,,"awareness, skill",,,,
,,,,,,development training for,,,,
,,,,,,"womens (50 womens),",,,,
,,,,,,water conservation,,,,
34,912,Shri,Hari Shikshan Sewa,Balram Kumar –,hsssindia@gmail.com,◆,,,,
,,"Sansthan, Ward No. 2, ",,094736 00218,,Cutting & tailoring,,,,
,,"Nagar Panchayat, ",,,,"centre,",yoga & health,,,
,,"Teh - Musaphirkhana, ",,,,"camp, environment",,,,
,," Dist Sultanpur, U.P. - 227 813 ",,,,"awareness, ",,,,
,,,,,,"12 SHGs, Goshala, ",,,,
,,,,,,Swatch bharat abhiyan,,,,
35,913,Maa Sharda Lok Kalyan Sewa,,Sunil Kumar –,-,,,,,
,,"Sansthan, Vill. Pure Mitai",,094502 14824,,Skill development,,,,
,,"(Amhat), Post - Dubeypur, ",,,,"training centre, blood",,,,
,,"Teh - Sadar, Dist Sultanpur, ",,,,"donation camp, cutting",,,,
,,U.P. - 227808,,,,"& tailoring centre,",,,,
,,,,,,"organic farming, SHGs ",,,,
36,914,"Param Bharat Sewa Samiti,",,Mayank Kumar Singh –,pbssngo2009@gmail.com,◆,,,,
,,"1184/7, Naya Nagar, ",,9369328367/,,"SHGs, kishan club, ",,,,
,,"Sirwara Road, ",,9454160190,,child rehabilitation,,,,
,,"Sultanpur - 228 001, U.P. ",,,,"programme, health",,,,
,,,,,,awraness & health,,,,
,,,,,,"checkup camp, nurshery",,,,
,,,,,,"school, tree plantation,",,,,
,,,,,,water conservation &,,,,
,,,,,,"management centre,",,,,
,,,,,,skill development,,,,
,,,,,,training centre,,,,
37,915,Maa Gayatri Shikshan Sewa,,Arun Kumar –,maagayatrisss123@gmail.com,◆,,,,
